timestamp,request_id,phase,client_budget,latency_ms,status_code,error_code,price,token_usage,rejected,error_msg
1772350299322,2,warmup,50,28,200,0,,0,false,
1772350299335,1,warmup,100,42,200,0,,0,false,
1772350299337,3,warmup,100,44,200,0,,0,false,
1772350299363,4,warmup,50,30,200,0,,0,false,
1772350299378,5,warmup,100,33,200,0,,0,false,
1772350299388,6,warmup,50,40,200,0,,0,false,
1772350299407,7,warmup,50,33,200,0,,0,false,
1772350299410,8,warmup,10,21,200,0,,0,false,
1772350299430,9,warmup,100,31,200,0,,0,false,
1772350299450,10,warmup,50,31,200,0,,0,false,
1772350299454,11,warmup,100,33,200,0,,0,false,
1772350299482,13,warmup,50,21,200,0,,0,false,
1772350299488,12,warmup,50,47,200,0,,0,false,
1772350299500,14,warmup,50,35,200,0,,0,false,
1772350299537,15,warmup,100,44,200,0,,0,false,
1772350299543,16,warmup,50,44,200,0,,0,false,
1772350299567,17,warmup,100,55,200,0,,0,false,
1772350299587,19,warmup,50,33,200,0,,0,false,
1772350299597,18,warmup,50,49,200,0,,0,false,
1772350299626,20,warmup,50,48,200,0,,0,false,
1772350299643,21,warmup,10,45,200,0,,0,false,
1772350299645,22,warmup,100,36,200,0,,0,false,
1772350299661,23,warmup,10,25,200,0,,0,false,
1772350299695,25,warmup,10,39,200,0,,0,false,
1772350299695,24,warmup,50,41,200,0,,0,false,
1772350299719,26,warmup,50,46,200,0,,0,false,
1772350299737,27,warmup,50,31,200,0,,0,false,
1772350299742,28,warmup,50,36,200,0,,0,false,
1772350299753,29,warmup,10,23,200,0,,0,false,
1772350299779,30,warmup,100,31,200,0,,0,false,
1772350299800,32,warmup,10,36,200,0,,0,false,
1772350299800,31,warmup,100,47,200,0,,0,false,
1772350299812,33,warmup,10,22,200,0,,0,false,
1772350299847,34,warmup,50,36,200,0,,0,false,
1772350299847,35,warmup,50,36,200,0,,0,false,
1772350299857,36,warmup,50,33,200,0,,0,false,
1772350299904,38,warmup,50,47,200,0,,0,false,
1772350299905,37,warmup,10,48,200,0,,0,false,
1772350299914,39,warmup,50,47,200,0,,0,false,
1772350299939,40,warmup,50,23,200,0,,0,false,
1772350299942,41,warmup,100,26,200,0,,0,false,
1772350299973,42,warmup,10,48,200,0,,0,false,
1772350299985,43,warmup,100,35,200,0,,0,false,
1772350299994,44,warmup,100,41,200,0,,0,false,
1772350300030,45,warmup,100,45,200,0,,0,false,
1772350300030,46,warmup,10,34,200,0,,0,false,
1772350300046,47,warmup,50,42,200,0,,0,false,
1772350300062,49,warmup,100,21,200,0,,0,false,
1772350300081,50,warmup,10,24,200,0,,0,false,
1772350300089,48,warmup,50,49,200,0,,0,false,
1772350300103,51,warmup,10,30,200,0,,0,false,
1772350300136,54,warmup,100,22,200,0,,0,false,
1772350300140,52,warmup,100,48,200,0,,0,false,
1772350300143,53,warmup,10,43,200,0,,0,false,
1772350300150,56,warmup,10,0,200,-32000,,0,true,请求被限流：当前 QPS 超过阈值 30
1772350300153,57,warmup,100,0,200,-32000,,0,true,请求被限流：当前 QPS 超过阈值 30
1772350300189,55,warmup,100,42,200,0,,0,false,
1772350300239,58,warmup,10,39,200,0,,0,false,
1772350300254,61,warmup,50,0,200,-32000,,0,true,请求被限流：当前 QPS 超过阈值 30
1772350300292,60,warmup,10,40,200,0,,0,false,
1772350300292,59,warmup,10,42,200,0,,0,false,
1772350300346,63,warmup,100,43,200,0,,0,false,
1772350300346,62,warmup,10,43,200,0,,0,false,
1772350300357,66,warmup,10,0,200,-32000,,0,true,请求被限流：当前 QPS 超过阈值 30
1772350300357,65,warmup,100,0,200,-32000,,0,true,请求被限流：当前 QPS 超过阈值 30
1772350300406,64,warmup,50,51,200,0,,0,false,
1772350300458,67,warmup,100,41,200,0,,0,false,
1772350300486,68,warmup,50,29,200,0,,0,false,
1772350300495,69,warmup,10,38,200,0,,0,false,
1772350300496,70,warmup,10,27,200,0,,0,false,
1772350300506,73,warmup,10,0,200,-32000,,0,true,请求被限流：当前 QPS 超过阈值 30
