timestamp,request_id,phase,client_budget,latency_ms,status_code,error_code,price,token_usage,rejected,error_msg
1772350663702,1,poisson,50,33,200,0,,0,false,
1772350663749,2,poisson,50,45,200,0,,0,false,
1772350663752,3,poisson,100,22,200,0,,0,false,
1772350663763,4,poisson,50,32,200,0,,0,false,
1772350663845,5,poisson,50,39,200,0,,0,false,
1772350663866,6,poisson,10,44,200,0,,0,false,
1772350663955,7,poisson,100,39,200,0,,0,false,
1772350663982,8,poisson,50,30,200,0,,0,false,
1772350664033,9,poisson,10,35,200,0,,0,false,
1772350664052,11,poisson,100,28,200,0,,0,false,
1772350664053,10,poisson,10,48,200,0,,0,false,
1772350664072,13,poisson,100,26,200,0,,0,false,
1772350664079,12,poisson,100,44,200,0,,0,false,
1772350664081,14,poisson,10,29,200,0,,0,false,
1772350664105,17,poisson,100,33,200,0,,0,false,
1772350664106,15,poisson,100,48,200,0,,0,false,
1772350664106,16,poisson,50,45,200,0,,0,false,
1772350664124,18,poisson,50,32,200,0,,0,false,
1772350664131,19,poisson,10,27,200,0,,0,false,
1772350664149,20,poisson,10,35,200,0,,0,false,
1772350664160,21,poisson,10,39,200,0,,0,false,
1772350664202,22,poisson,100,32,200,0,,0,false,
1772350664230,23,poisson,50,38,200,0,,0,false,
1772350664237,24,poisson,50,43,200,0,,0,false,
1772350664344,25,poisson,100,48,200,0,,0,false,
1772350664369,26,poisson,10,44,200,0,,0,false,
1772350664373,27,poisson,50,47,200,0,,0,false,
1772350664385,29,poisson,50,33,200,0,,0,false,
1772350664392,31,poisson,10,26,200,0,,0,false,
1772350664396,28,poisson,10,48,200,0,,0,false,
1772350664396,32,poisson,100,27,200,0,,0,false,
1772350664405,30,poisson,100,45,200,0,,0,false,
1772350664428,34,poisson,50,22,200,0,,0,false,
1772350664444,35,poisson,50,23,200,0,,0,false,
1772350664448,33,poisson,50,49,200,0,,0,false,
1772350664465,36,poisson,50,40,200,0,,0,false,
1772350664481,38,poisson,100,33,200,0,,0,false,
1772350664489,37,poisson,100,44,200,0,,0,false,
1772350664502,39,poisson,10,22,200,0,,0,false,
1772350664567,40,poisson,10,23,200,0,,0,false,
1772350664585,41,poisson,10,32,200,0,,0,false,
1772350664599,42,poisson,100,21,200,0,,0,false,
1772350664637,43,poisson,100,31,200,0,,0,false,
