timestamp,request_id,phase,client_budget,latency_ms,status_code,error_code,price,token_usage,rejected,error_msg
1772385707321,1,poisson,10,46,200,0,0,0,false,
1772385707343,2,poisson,10,36,200,0,0,0,false,
1772385707431,3,poisson,10,55,200,0,0,0,false,
1772385707486,4,poisson,10,54,200,0,0,0,false,
1772385707491,5,poisson,100,29,200,0,0,0,false,
1772385707532,6,poisson,10,24,200,0,0,0,false,
1772385707560,7,poisson,10,46,200,0,0,0,false,
1772385707560,8,poisson,10,43,200,0,0,0,false,
1772385707583,9,poisson,10,34,200,0,0,0,false,
1772385707615,10,poisson,10,40,200,0,0,0,false,
1772385707632,11,poisson,10,27,200,0,0,0,false,
1772385707706,12,poisson,10,33,200,0,0,0,false,
1772385707727,13,poisson,10,46,200,0,0,0,false,
1772385707729,14,poisson,100,43,200,0,0,0,false,
1772385707734,15,poisson,10,37,200,0,0,0,false,
1772385707763,16,poisson,10,38,200,0,0,0,false,
1772385707772,17,poisson,10,44,200,0,0,0,false,
1772385707774,18,poisson,10,41,200,0,0,0,false,
1772385707788,19,poisson,10,46,200,0,0,0,false,
1772385707840,20,poisson,10,42,200,0,0,0,false,
1772385707846,22,poisson,10,27,200,0,0,0,false,
1772385707846,21,poisson,10,47,200,0,0,0,false,
1772385707859,23,poisson,10,31,200,0,0,0,false,
1772385707875,24,poisson,10,28,200,0,0,0,false,
1772385707906,25,poisson,10,34,200,0,0,0,false,
1772385707927,26,poisson,10,28,200,0,0,0,false,
1772385707944,29,poisson,100,25,200,0,0,0,false,
1772385707960,28,poisson,10,43,200,0,0,0,false,
1772385707960,27,poisson,10,43,200,0,0,0,false,
1772385707971,30,poisson,10,23,200,0,0,0,false,
1772385707994,31,poisson,10,45,200,0,0,0,false,
1772385708006,32,poisson,10,29,200,0,0,0,false,
1772385708077,34,poisson,10,27,200,0,0,0,false,
1772385708087,33,poisson,10,38,200,0,0,0,false,
1772385708102,35,poisson,10,33,200,0,0,0,false,
1772385708132,36,poisson,10,37,200,0,0,0,false,
1772385708165,37,poisson,10,49,200,0,0,0,false,
1772385708190,38,poisson,10,38,200,0,0,0,false,
1772385708257,39,poisson,10,23,200,0,0,0,false,
1772385708283,40,poisson,10,23,200,0,0,0,false,
1772385708287,41,poisson,10,22,200,0,0,0,false,
1772385708294,42,poisson,10,22,200,0,0,0,false,
1772385708402,43,poisson,10,44,200,0,0,0,false,
1772385708444,44,poisson,10,37,200,0,0,0,false,
1772385708500,45,poisson,10,24,200,0,0,0,false,
1772385708511,46,poisson,10,25,200,0,0,0,false,
1772385708550,47,poisson,10,46,200,0,0,0,false,
1772385708588,50,poisson,10,21,200,0,0,0,false,
1772385708592,49,poisson,10,28,200,0,0,0,false,
1772385708598,51,poisson,10,26,200,0,0,0,false,
1772385708606,48,poisson,10,45,200,0,0,0,false,
1772385708607,52,poisson,10,26,200,0,0,0,false,
1772385708627,53,poisson,10,29,200,0,0,0,false,
1772385708637,54,poisson,10,33,200,0,0,0,false,
1772385708649,55,poisson,10,30,200,0,0,0,false,
1772385708669,56,poisson,10,49,200,0,0,0,false,
1772385708690,57,poisson,10,46,200,0,0,0,false,
1772385708693,59,poisson,10,36,200,0,0,0,false,
1772385708697,58,poisson,10,44,200,0,0,0,false,
1772385708713,60,poisson,10,28,200,0,0,0,false,
1772385708760,61,poisson,10,33,200,0,0,0,false,
1772385708790,65,poisson,10,25,200,0,0,0,false,
1772385708792,62,poisson,10,49,200,0,0,0,false,
1772385708792,64,poisson,10,32,200,0,0,0,false,
1772385708799,63,poisson,10,50,200,0,0,0,false,
1772385708856,66,poisson,10,36,200,0,0,0,false,
1772385708875,67,poisson,10,50,200,0,0,0,false,
1772385708883,68,poisson,10,44,200,0,0,0,false,
1772385708891,70,poisson,10,43,200,0,0,0,false,
1772385708895,69,poisson,10,48,200,0,0,0,false,
1772385708905,72,poisson,10,26,200,0,0,0,false,
1772385708911,71,poisson,10,47,200,0,0,0,false,
1772385708932,73,poisson,10,49,200,0,0,0,false,
1772385708933,74,poisson,10,47,200,0,0,0,false,
1772385708941,75,poisson,100,23,200,0,0,0,false,
1772385709005,76,poisson,10,37,200,0,0,0,false,
1772385709044,77,poisson,10,50,200,0,0,0,false,
1772385709098,79,poisson,10,36,200,0,0,0,false,
1772385709104,78,poisson,10,43,200,0,0,0,false,
1772385709121,81,poisson,10,38,200,0,0,0,false,
1772385709123,80,poisson,10,50,200,0,0,0,false,
1772385709131,82,poisson,10,39,200,0,0,0,false,
1772385709131,83,poisson,10,36,200,0,0,0,false,
1772385709135,84,poisson,100,37,200,0,0,0,false,
1772385709141,85,poisson,100,20,200,0,0,0,false,
1772385709178,86,poisson,100,49,200,0,0,0,false,
1772385709183,87,poisson,10,39,200,0,0,0,false,
1772385709185,88,poisson,10,39,200,0,0,0,false,
1772385709197,91,poisson,10,23,200,0,0,0,false,
1772385709198,90,poisson,10,25,200,0,0,0,false,
1772385709206,89,poisson,10,44,200,0,0,0,false,
1772385709227,95,poisson,10,21,200,0,0,0,false,
1772385709227,92,poisson,10,45,200,0,0,0,false,
1772385709243,93,poisson,10,48,200,0,0,0,false,
1772385709251,94,poisson,10,47,200,0,0,0,false,
1772385709259,96,poisson,10,39,200,0,0,0,false,
1772385709278,97,poisson,10,43,200,0,0,0,false,
1772385709282,98,poisson,10,45,200,0,0,0,false,
1772385709327,99,poisson,10,37,200,0,0,0,false,
1772385709353,100,poisson,10,45,200,0,0,0,false,
1772385709381,101,poisson,10,31,200,0,0,0,false,
1772385709387,102,poisson,10,26,200,0,0,0,false,
1772385709428,103,poisson,10,37,200,0,0,0,false,
1772385709433,106,poisson,10,24,200,0,0,0,false,
1772385709437,104,poisson,10,41,200,0,0,0,false,
1772385709443,105,poisson,10,42,200,0,0,0,false,
1772385709450,107,poisson,10,28,200,0,0,0,false,
1772385709463,108,poisson,10,29,200,0,0,0,false,
1772385709527,111,poisson,10,31,200,0,0,0,false,
1772385709536,110,poisson,10,41,200,0,0,0,false,
1772385709541,109,poisson,10,48,200,0,0,0,false,
1772385709557,112,poisson,10,41,200,0,0,0,false,
1772385709590,115,poisson,10,26,200,0,0,0,false,
1772385709595,116,poisson,10,25,200,0,0,0,false,
1772385709597,113,poisson,10,40,200,0,0,0,false,
1772385709602,114,poisson,10,43,200,0,0,0,false,
1772385709641,117,poisson,10,48,200,0,0,0,false,
1772385709644,118,poisson,10,45,200,0,0,0,false,
1772385709651,119,poisson,100,33,200,0,0,0,false,
1772385709651,120,poisson,10,23,200,0,0,0,false,
1772385709752,121,poisson,10,25,200,0,0,0,false,
1772385709822,122,poisson,10,44,200,0,0,0,false,
1772385709829,123,poisson,10,31,200,0,0,0,false,
1772385709843,124,poisson,10,25,200,0,0,0,false,
1772385709863,125,poisson,100,29,200,0,0,0,false,
1772385709889,126,poisson,10,37,200,0,0,0,false,
1772385709907,127,poisson,10,38,200,0,0,0,false,
1772385709911,128,poisson,10,37,200,0,0,0,false,
1772385709927,129,poisson,10,30,200,0,0,0,false,
1772385709985,130,poisson,10,49,200,0,0,0,false,
1772385709987,131,poisson,10,39,200,0,0,0,false,
1772385709996,132,poisson,10,42,200,0,0,0,false,
1772385710014,133,poisson,10,32,200,0,0,0,false,
1772385710024,135,poisson,100,33,200,0,0,0,false,
1772385710026,136,poisson,10,23,200,0,0,0,false,
1772385710031,134,poisson,10,45,200,0,0,0,false,
1772385710045,137,poisson,10,21,200,0,0,0,false,
1772385710076,138,poisson,10,30,200,0,0,0,false,
1772385710084,139,poisson,10,31,200,0,0,0,false,
1772385710093,140,poisson,10,40,200,0,0,0,false,
1772385710098,141,poisson,10,42,200,0,0,0,false,
1772385710111,142,poisson,10,46,200,0,0,0,false,
1772385710116,143,poisson,10,44,200,0,0,0,false,
1772385710176,144,poisson,10,24,200,0,0,0,false,
1772385710235,145,poisson,10,22,200,0,0,0,false,
1772385710251,146,poisson,10,22,200,0,0,0,false,
1772385710278,147,poisson,10,30,200,0,0,0,false,
1772385710302,148,poisson,10,40,200,0,0,0,false,
1772385710323,149,poisson,10,24,200,0,0,0,false,
1772385710338,150,poisson,10,33,200,0,0,0,false,
1772385710359,151,poisson,10,44,200,0,0,0,false,
1772385710368,153,poisson,10,23,200,0,0,0,false,
1772385710368,152,poisson,10,30,200,0,0,0,false,
1772385710382,154,poisson,100,36,200,0,0,0,false,
1772385710450,155,poisson,10,46,200,0,0,0,false,
1772385710466,156,poisson,10,31,200,0,0,0,false,
1772385710496,158,poisson,10,24,200,0,0,0,false,
1772385710498,157,poisson,10,45,200,0,0,0,false,
1772385710524,159,poisson,10,35,200,0,0,0,false,
1772385710526,160,poisson,10,28,200,0,0,0,false,
1772385710551,161,poisson,10,27,200,0,0,0,false,
1772385710574,162,poisson,10,47,200,0,0,0,false,
1772385710612,164,poisson,10,34,200,0,0,0,false,
1772385710625,163,poisson,10,49,200,0,0,0,false,
1772385710632,165,poisson,10,43,200,0,0,0,false,
1772385710654,168,poisson,10,33,200,0,0,0,false,
1772385710656,167,poisson,100,37,200,0,0,0,false,
1772385710667,166,poisson,10,48,200,0,0,0,false,
1772385710780,169,poisson,10,34,200,0,0,0,false,
1772385710789,171,poisson,10,26,200,0,0,0,false,
1772385710796,172,poisson,10,24,200,0,0,0,false,
1772385710798,170,poisson,10,39,200,0,0,0,false,
1772385710822,174,poisson,10,34,200,0,0,0,false,
1772385710823,173,poisson,10,49,200,0,0,0,false,
1772385710844,176,poisson,10,33,200,0,0,0,false,
1772385710854,175,poisson,10,49,200,0,0,0,false,
1772385710877,177,poisson,10,42,200,0,0,0,false,
1772385710882,178,poisson,100,32,200,0,0,0,false,
1772385710918,180,poisson,10,24,200,0,0,0,false,
1772385710936,179,poisson,100,48,200,0,0,0,false,
1772385710970,181,poisson,10,31,200,0,0,0,false,
1772385710970,182,poisson,10,26,200,0,0,0,false,
1772385711022,183,poisson,10,30,200,0,0,0,false,
1772385711043,185,poisson,100,27,200,0,0,0,false,
1772385711044,184,poisson,10,42,200,0,0,0,false,
1772385711068,186,poisson,10,43,200,0,0,0,false,
1772385711078,187,poisson,10,26,200,0,0,0,false,
1772385711100,189,poisson,10,21,200,0,0,0,false,
1772385711103,188,poisson,10,41,200,0,0,0,false,
1772385711160,190,poisson,10,36,200,0,0,0,false,
1772385711174,192,poisson,10,21,200,0,0,0,false,
1772385711181,191,poisson,10,48,200,0,0,0,false,
1772385711188,193,poisson,10,22,200,0,0,0,false,
1772385711224,194,poisson,100,47,200,0,0,0,false,
1772385711240,195,poisson,100,35,200,0,0,0,false,
1772385711244,197,poisson,10,26,200,0,0,0,false,
1772385711253,198,poisson,10,23,200,0,0,0,false,
1772385711257,196,poisson,100,49,200,0,0,0,false,
1772385711282,199,poisson,10,39,200,0,0,0,false,
1772385711308,200,poisson,10,26,200,0,0,0,false,
1772385711334,202,poisson,10,22,200,0,0,0,false,
1772385711341,201,poisson,10,48,200,0,0,0,false,
1772385711354,205,poisson,10,29,200,0,0,0,false,
1772385711354,204,poisson,10,29,200,0,0,0,false,
1772385711361,207,poisson,10,20,200,0,0,0,false,
1772385711362,203,poisson,10,38,200,0,0,0,false,
1772385711371,206,poisson,10,40,200,0,0,0,false,
1772385711384,208,poisson,10,23,200,0,0,0,false,
1772385711403,209,poisson,10,25,200,0,0,0,false,
1772385711424,210,poisson,100,33,200,0,0,0,false,
1772385711436,211,poisson,10,43,200,0,0,0,false,
1772385711441,212,poisson,10,30,200,0,0,0,false,
1772385711451,213,poisson,10,24,200,0,0,0,false,
1772385711489,214,poisson,100,29,200,0,0,0,false,
1772385711515,215,poisson,10,41,200,0,0,0,false,
1772385711537,216,poisson,10,41,200,0,0,0,false,
1772385711546,217,poisson,10,47,200,0,0,0,false,
1772385711557,218,poisson,10,32,200,0,0,0,false,
1772385711603,219,poisson,10,44,200,0,0,0,false,
1772385711605,220,poisson,10,26,200,0,0,0,false,
1772385711622,222,poisson,10,25,200,0,0,0,false,
1772385711629,221,poisson,10,45,200,0,0,0,false,
1772385711636,223,poisson,10,28,200,0,0,0,false,
1772385711659,224,poisson,100,49,200,0,0,0,false,
1772385711668,227,poisson,10,24,200,0,0,0,false,
1772385711679,228,poisson,10,21,200,0,0,0,false,
1772385711683,225,poisson,10,41,200,0,0,0,false,
1772385711683,226,poisson,10,40,200,0,0,0,false,
1772385711693,230,poisson,10,28,200,0,0,0,false,
1772385711697,229,poisson,10,38,200,0,0,0,false,
1772385711716,231,poisson,10,47,200,0,0,0,false,
1772385711739,232,poisson,10,40,200,0,0,0,false,
1772385711757,233,poisson,10,25,200,0,0,0,false,
1772385711783,235,poisson,10,35,200,0,0,0,false,
1772385711783,234,poisson,10,36,200,0,0,0,false,
1772385711800,236,poisson,10,47,200,0,0,0,false,
1772385711813,237,poisson,10,49,200,0,0,0,false,
1772385711849,238,poisson,10,33,200,0,0,0,false,
1772385711871,239,poisson,10,25,200,0,0,0,false,
1772385711873,240,poisson,10,24,200,0,0,0,false,
1772385711894,242,poisson,10,37,200,0,0,0,false,
1772385711902,241,poisson,10,49,200,0,0,0,false,
1772385711910,243,poisson,10,25,200,0,0,0,false,
1772385711965,244,poisson,10,47,200,0,0,0,false,
1772385711975,245,poisson,10,47,200,0,0,0,false,
1772385711989,246,poisson,10,38,200,0,0,0,false,
1772385712000,247,poisson,10,43,200,0,0,0,false,
1772385712004,248,poisson,10,44,200,0,0,0,false,
1772385712016,249,poisson,10,49,200,0,0,0,false,
1772385712041,250,poisson,10,31,200,0,0,0,false,
1772385712147,251,poisson,10,42,200,0,0,0,false,
1772385712174,252,poisson,10,43,200,0,0,0,false,
1772385712199,253,poisson,10,22,200,0,0,0,false,
1772385712219,255,poisson,10,20,200,0,0,0,false,
1772385712228,254,poisson,10,37,200,0,0,0,false,
1772385712234,256,poisson,10,21,200,0,0,0,false,
1772385712242,257,poisson,10,27,200,0,0,0,false,
1772385712259,258,poisson,10,29,200,0,0,0,false,
1772385712289,259,poisson,10,33,200,0,0,0,false,
1772385712306,261,poisson,10,32,200,0,0,0,false,
1772385712312,260,poisson,10,50,200,0,0,0,false,
1772385712340,263,poisson,10,32,200,0,0,0,false,
1772385712350,262,poisson,10,43,200,0,0,0,false,
1772385712359,264,poisson,100,27,200,0,0,0,false,
1772385712385,266,poisson,10,25,200,0,0,0,false,
1772385712387,265,poisson,10,35,200,0,0,0,false,
1772385712413,267,poisson,10,27,200,0,0,0,false,
1772385712443,268,poisson,10,20,200,0,0,0,false,
1772385712473,269,poisson,10,36,200,0,0,0,false,
1772385712503,270,poisson,10,39,200,0,0,0,false,
1772385712504,271,poisson,100,29,200,0,0,0,false,
1772385712513,272,poisson,10,22,200,0,0,0,false,
1772385712535,273,poisson,100,33,200,0,0,0,false,
1772385712559,274,poisson,10,25,200,0,0,0,false,
1772385712603,275,poisson,10,46,200,0,0,0,false,
1772385712623,276,poisson,100,34,200,0,0,0,false,
1772385712650,277,poisson,10,31,200,0,0,0,false,
1772385712663,278,poisson,10,28,200,0,0,0,false,
1772385712679,279,poisson,10,42,200,0,0,0,false,
1772385712694,280,poisson,10,41,200,0,0,0,false,
1772385712733,282,poisson,10,24,200,0,0,0,false,
1772385712735,281,poisson,10,40,200,0,0,0,false,
