timestamp,request_id,phase,client_budget,latency_ms,status_code,error_code,price,token_usage,rejected,error_msg
1772964030329,3,warmup,100,36,200,0,,0,false,
1772964030340,1,warmup,100,46,200,0,,0,false,
1772964030341,2,warmup,100,48,200,0,,0,false,
1772964030373,4,warmup,10,33,200,0,,0,false,
1772964030383,5,warmup,100,32,200,0,,0,false,
1772964030401,6,warmup,50,49,200,0,,0,false,
1772964030404,7,warmup,10,20,200,0,,0,false,
1772964030416,8,warmup,100,21,200,0,,0,false,
1772964030443,9,warmup,100,31,200,0,,0,false,
1772964030446,10,warmup,100,30,200,0,,0,false,
1772964030477,11,warmup,50,50,200,0,,0,false,
1772964030499,12,warmup,50,44,200,0,,0,false,
1772964030502,13,warmup,50,45,200,0,,0,false,
1772964030516,14,warmup,100,29,200,0,,0,false,
1772964030541,16,warmup,10,28,200,0,,0,false,
1772964030557,15,warmup,50,48,200,0,,0,false,
1772964030566,17,warmup,50,39,200,0,,0,false,
1772964030587,18,warmup,100,35,200,0,,0,false,
1772964030594,19,warmup,10,26,200,0,,0,false,
1772964030607,20,warmup,10,30,200,0,,0,false,
1772964030633,22,warmup,100,27,200,0,,0,false,
1772964030643,23,warmup,100,25,200,0,,0,false,
1772964030647,21,warmup,100,49,200,0,,0,false,
1772964030684,26,warmup,50,26,200,0,,0,false,
1772964030693,24,warmup,10,50,200,0,,0,false,
1772964030696,25,warmup,10,41,200,0,,0,false,
1772964030741,27,warmup,100,46,200,0,,0,false,
1772964030752,28,warmup,100,47,200,0,,0,false,
1772964030753,29,warmup,10,47,200,0,,0,false,
1772964030787,30,warmup,10,35,200,0,,0,false,
1772964030801,32,warmup,10,37,200,0,,0,false,
1772964030805,31,warmup,50,42,200,0,,0,false,
1772964030838,33,warmup,10,41,200,0,,0,false,
1772964030842,35,warmup,50,26,200,0,,0,false,
1772964030849,34,warmup,100,37,200,0,,0,false,
1772964030883,36,warmup,50,34,200,0,,0,false,
1772964030894,37,warmup,10,41,200,0,,0,false,
1772964030905,38,warmup,50,45,200,0,,0,false,
1772964030932,39,warmup,100,38,200,0,,0,false,
