timestamp,request_id,phase,client_budget,latency_ms,status_code,error_code,price,token_usage,rejected,error_msg
1773074709384,2,warmup,10,60,200,0,0,0,false,
1773074709386,3,warmup,100,62,200,0,0,0,false,
1773074709390,1,warmup,100,66,200,0,0,0,false,
1773074709453,4,warmup,50,58,200,0,0,0,false,
1773074709459,5,warmup,10,62,200,0,0,0,false,
1773074709463,6,warmup,50,62,200,0,0,0,false,
1773074709522,7,warmup,50,58,200,0,0,0,false,
1773074709534,9,warmup,10,60,200,0,0,0,false,
1773074709537,8,warmup,10,67,200,0,0,0,false,
1773074709589,10,warmup,100,55,200,0,0,0,false,
1773074709603,11,warmup,10,57,200,0,0,0,false,
1773074709605,12,warmup,50,58,200,0,0,0,false,
1773074709660,13,warmup,10,60,200,0,0,0,false,
1773074709677,14,warmup,50,62,200,0,0,0,false,
1773074709678,15,warmup,100,62,200,0,0,0,false,
1773074709727,16,warmup,50,55,200,0,0,0,false,
1773074709744,17,warmup,100,56,200,0,0,0,false,
1773074709755,18,warmup,10,67,200,0,0,0,false,
1773074709798,19,warmup,50,59,200,0,0,0,false,
1773074709816,20,warmup,50,61,200,0,0,0,false,
1773074709826,21,warmup,50,60,200,0,0,0,false,
1773074709877,22,warmup,10,68,200,0,0,0,false,
1773074709880,23,warmup,50,53,200,0,0,0,false,
1773074709904,24,warmup,50,67,200,0,0,0,false,
1773074709945,25,warmup,100,57,200,0,0,0,false,
1773074709949,26,warmup,100,58,200,0,0,0,false,
1773074709979,27,warmup,50,63,200,0,0,0,false,
1773074710018,29,warmup,10,58,200,0,0,0,false,
1773074710025,28,warmup,10,68,200,0,0,0,false,
1773074710053,30,warmup,50,62,200,0,0,0,false,
1773074710093,31,warmup,100,64,200,0,0,0,false,
1773074710094,32,warmup,100,58,200,0,0,0,false,
1773074710119,33,warmup,100,54,200,0,0,0,false,
1773074710167,34,warmup,100,62,200,0,0,0,false,
1773074710173,35,warmup,100,68,200,0,0,0,false,
1773074710197,36,warmup,100,66,200,0,0,0,false,
1773074710233,37,warmup,10,55,200,0,0,0,false,
1773074710242,38,warmup,50,58,200,0,0,0,false,
1773074710273,39,warmup,50,64,200,0,0,0,false,
1773074710301,40,warmup,50,57,200,0,0,0,false,
1773074710308,41,warmup,50,55,200,0,0,0,false,
1773074710340,42,warmup,50,56,200,0,0,0,false,
1773074710376,43,warmup,50,65,200,0,0,0,false,
1773074710379,44,warmup,50,60,200,0,0,0,false,
1773074710409,45,warmup,10,58,200,0,0,0,false,
1773074710453,46,warmup,10,66,200,0,0,0,false,
1773074710459,47,warmup,10,69,200,0,0,0,false,
1773074710482,48,warmup,50,61,200,0,0,0,false,
1773074710528,50,warmup,100,57,200,0,0,0,false,
